department,gender,age,years_of_service,performance_score,trainings_completed,kpi_met,awards_won,is_promoted
Marketing,Male,40,5,2.8,4,1,0,1
Sales,Female,52,2,3.7,3,0,0,0
IT,Male,37,28,3.7,5,1,0,0
Operations,Male,36,22,3.4,3,1,0,1
Marketing,Female,27,9,3.5,1,0,0,0
IT,Male,35,28,4.2,2,1,1,1
Operations,Male,48,25,4.1,5,1,0,1
Finance,Female,59,14,3.3,4,1,0,1
Marketing,Female,40,1,2.6,3,1,0,0
Finance,Male,58,20,4.3,2,1,0,0
Sales,Male,25,4,2.7,4,1,0,1
Marketing,Female,47,17,3.5,4,1,0,0
Sales,Female,30,10,3.5,2,0,1,1
IT,Female,36,2,3.7,2,1,1,0
Operations,Male,58,6,4.1,3,0,0,1
HR,Male,25,26,3.5,3,1,0,1
Sales,Male,47,19,3.2,5,1,0,1
HR,Male,39,9,3.6,4,1,0,1
HR,Male,56,19,2.8,2,1,0,0
Operations,Male,50,19,3.2,3,1,0,0
IT,Male,45,9,3.4,4,1,0,1
Operations,Female,25,3,3.8,5,1,0,0
Marketing,Female,42,6,4.2,0,1,0,0
Sales,Male,28,6,4.0,3,0,0,0
HR,Male,44,17,4.0,6,1,0,1
Operations,Male,42,13,4.0,3,1,0,1
Operations,Male,22,13,3.8,6,1,1,0
Operations,Male,46,7,3.5,2,1,0,1
Sales,Male,52,9,3.0,3,0,1,1
IT,Female,59,25,3.5,2,1,0,1
Operations,Female,26,25,2.7,2,0,0,1
Sales,Female,52,18,3.2,4,0,0,1
HR,Female,22,1,3.5,2,1,1,0
Marketing,Female,51,22,3.5,1,0,0,1
Finance,Female,39,22,3.2,4,1,0,1
Sales,Female,29,20,2.6,2,0,0,1
Finance,Male,47,13,3.2,5,1,1,1
Operations,Female,36,8,3.4,2,1,1,1
Operations,Male,40,21,3.6,1,1,0,0
Sales,Female,31,23,3.8,3,0,0,0
Finance,Female,45,9,3.3,4,0,0,1
Operations,Female,37,29,3.3,6,0,0,1
HR,Male,52,1,3.2,3,0,0,0
IT,Male,37,9,3.5,3,1,0,0
IT,Female,37,29,4.0,1,1,0,1
Operations,Female,49,29,3.0,3,1,0,1
Finance,Male,41,20,2.5,2,1,0,0
Marketing,Female,56,23,3.6,2,0,0,1
Operations,Female,30,11,4.1,3,1,0,0
Marketing,Male,31,20,3.7,4,1,0,1
Marketing,Female,39,4,3.0,3,1,0,0
Finance,Male,36,29,3.4,3,0,0,1
Marketing,Female,51,16,3.5,3,1,0,0
HR,Male,53,14,3.9,4,1,0,1
Finance,Female,48,20,3.1,3,1,0,0
Operations,Female,48,22,4.3,2,1,0,0
HR,Male,40,21,3.3,0,0,0,1
Sales,Female,31,18,3.2,3,1,0,1
IT,Female,27,25,3.6,3,0,0,0
Operations,Female,45,27,2.8,5,1,0,1
Operations,Male,30,22,4.5,3,1,1,1
Operations,Male,48,26,3.7,3,1,0,1
HR,Male,28,22,3.4,1,0,0,1
Sales,Female,27,9,3.0,2,1,0,1
Finance,Male,54,1,3.4,1,0,0,1
Sales,Female,42,23,4.0,7,1,0,1
HR,Female,59,3,3.3,5,1,0,1
Operations,Female,38,20,3.1,5,1,0,1
IT,Female,52,1,3.9,2,0,0,1
Operations,Female,58,3,3.0,2,1,0,1
Finance,Female,32,14,3.6,2,1,0,1
Marketing,Male,49,14,3.7,8,1,0,0
IT,Female,26,23,3.7,1,1,0,0
Operations,Female,33,22,3.7,0,1,0,0
IT,Female,24,13,3.0,5,1,1,1
Marketing,Female,59,1,3.4,5,0,0,1
Sales,Male,23,15,3.4,1,0,0,1
HR,Male,47,25,3.6,3,1,0,1
Operations,Female,23,20,2.6,4,1,0,0
Finance,Male,33,7,2.8,3,1,0,1
Sales,Female,23,16,4.6,4,0,0,0
Operations,Male,37,20,3.9,4,0,0,1
Sales,Male,51,23,3.4,4,1,0,1
Finance,Male,57,21,3.5,2,1,0,0
Operations,Female,25,1,4.5,0,0,1,1
Marketing,Female,32,15,2.6,3,1,0,1
Marketing,Male,45,20,3.6,3,0,0,1
Finance,Female,39,15,3.3,3,1,0,1
IT,Male,48,19,4.1,2,1,1,1
Finance,Male,58,6,3.8,4,0,0,1
IT,Female,23,6,4.6,3,1,0,0
Operations,Female,36,1,3.9,2,1,0,0
IT,Male,32,16,3.3,4,1,1,0
Operations,Female,48,27,3.4,2,1,0,0
Operations,Female,44,18,3.8,2,0,0,0
HR,Male,56,13,4.2,1,1,0,1
Operations,Male,51,12,3.1,2,1,0,0
IT,Female,45,18,3.6,4,0,0,0
HR,Male,40,28,2.5,4,1,1,1
HR,Male,50,10,3.4,2,0,1,1
Operations,Female,34,14,4.4,6,0,0,1
Finance,Male,44,20,4.3,2,1,0,1
Finance,Male,33,29,3.9,3,0,0,0
Marketing,Male,50,25,4.4,3,0,0,1
HR,Female,27,11,3.4,5,1,0,0
Operations,Female,44,18,3.5,3,1,1,0
Finance,Male,52,27,3.4,3,1,0,1
Operations,Male,42,24,3.8,3,1,0,1
Operations,Female,45,27,5.0,1,0,0,1
HR,Female,29,12,3.7,1,1,0,1
Marketing,Female,30,17,2.9,1,0,0,0
HR,Male,43,28,2.9,4,1,1,1
Sales,Female,25,24,3.1,1,0,0,1
Finance,Female,34,3,3.1,2,1,0,0
Finance,Female,55,21,3.0,2,0,0,0
Finance,Female,24,1,3.6,8,1,0,0
IT,Male,58,1,2.8,4,1,0,0
Operations,Female,49,6,3.7,3,1,0,1
HR,Male,47,19,4.0,1,1,1,1
Finance,Male,55,24,3.2,0,0,0,1
Sales,Female,36,4,3.7,2,1,0,0
Finance,Female,29,22,3.8,8,1,0,1
Marketing,Male,56,13,3.9,1,1,0,0
Operations,Female,45,26,3.6,4,1,0,1
Operations,Male,58,12,3.0,1,1,0,0
HR,Female,25,25,3.6,1,1,0,1
IT,Female,33,8,3.4,3,1,0,0
HR,Male,40,20,3.6,2,1,0,1
Finance,Male,36,26,3.0,2,0,1,1
Marketing,Male,51,24,2.7,3,1,0,1
Sales,Male,58,7,2.5,4,0,0,1
HR,Male,33,21,2.6,3,1,0,0
IT,Female,40,7,2.6,5,0,0,0
HR,Male,55,7,4.0,1,1,1,1
Operations,Female,28,14,3.6,4,1,0,1
Finance,Male,49,29,3.5,3,1,0,1
Finance,Female,49,26,3.3,2,0,0,0
Finance,Male,50,18,2.5,0,1,0,0
Finance,Male,58,23,3.7,4,1,0,1
Finance,Male,41,19,3.6,3,1,0,0
Finance,Male,32,24,3.5,3,1,1,1
Sales,Female,44,24,3.1,6,0,0,0
IT,Female,41,25,3.2,1,0,0,1
Finance,Female,41,27,3.8,2,1,0,1
IT,Male,32,20,3.1,2,1,0,1
Marketing,Male,23,26,4.0,3,0,0,1
Finance,Male,34,19,4.3,0,1,0,0
HR,Female,34,25,4.1,3,0,0,0
Finance,Male,36,25,3.5,3,0,0,1
Operations,Male,52,18,3.5,4,0,0,1
Sales,Male,44,6,3.5,1,0,0,0
HR,Male,43,16,3.8,4,0,0,1
HR,Male,37,3,4.2,3,1,0,1
Operations,Male,50,21,3.8,5,0,0,1
Finance,Male,41,2,2.7,4,1,0,0
Sales,Male,49,15,3.0,3,1,0,1
HR,Male,48,20,3.4,3,1,0,0
Sales,Female,50,11,4.0,6,1,0,0
HR,Male,26,19,4.6,1,1,0,0
Finance,Male,59,18,3.5,2,1,0,1
Marketing,Male,59,22,3.8,6,0,0,0
HR,Male,23,11,2.7,4,1,0,0
Marketing,Male,41,3,3.1,0,0,1,0
HR,Female,34,4,3.7,4,1,0,1
IT,Female,47,6,2.5,2,1,0,0
Finance,Male,56,12,3.6,4,1,0,1
Operations,Female,29,29,3.3,3,1,0,0
Marketing,Male,49,28,3.5,2,1,0,0
Operations,Male,36,21,3.1,4,1,0,0
Finance,Female,29,4,3.8,2,0,0,1
Operations,Female,32,29,4.0,2,0,0,0
Finance,Female,50,12,3.9,1,1,0,1
Operations,Male,26,4,3.9,4,0,1,1
Marketing,Male,28,2,3.8,1,1,0,1
IT,Male,39,12,3.5,1,1,0,1
Operations,Female,49,13,3.3,3,0,0,0
Marketing,Male,33,26,4.0,6,0,0,1
HR,Female,33,29,3.1,4,0,0,0
Finance,Male,57,16,3.8,5,1,0,0
Sales,Male,50,4,3.7,4,0,0,0
Sales,Female,32,28,3.0,3,0,0,1
Finance,Female,27,8,3.0,3,1,1,0
IT,Male,42,5,3.8,0,1,0,0
Operations,Female,31,14,3.6,2,1,0,0
IT,Male,53,15,3.7,2,1,0,1
Sales,Male,54,11,3.4,4,0,0,1
Marketing,Female,38,10,4.3,7,0,0,0
Finance,Female,24,10,3.8,5,0,0,1
Finance,Female,39,24,4.2,2,1,0,0
IT,Female,31,6,3.4,2,0,0,1
Marketing,Female,29,16,4.0,3,1,0,0
IT,Female,55,28,3.3,6,1,0,1
Operations,Male,58,26,3.3,4,1,0,0
HR,Female,54,21,2.9,3,0,0,1
Marketing,Female,31,4,3.7,4,0,0,0
HR,Male,39,26,3.0,0,0,0,0
Operations,Male,46,9,3.2,5,1,0,1
HR,Male,57,10,2.8,2,0,0,1
Sales,Female,23,5,2.6,2,1,0,0
HR,Male,40,10,3.5,4,1,0,1
Operations,Female,31,16,3.1,3,0,0,1
HR,Male,24,11,3.7,2,1,0,1
Finance,Male,40,6,3.5,6,1,0,0
IT,Female,47,7,4.0,3,0,0,0
Sales,Female,46,27,4.5,3,1,0,0
Finance,Male,38,12,4.1,1,1,0,1
Finance,Male,31,27,3.5,2,1,0,1
Operations,Female,32,13,3.8,5,1,0,1
IT,Female,32,17,4.2,4,0,1,1
IT,Female,33,9,3.2,0,0,1,0
Marketing,Female,29,28,3.9,2,1,0,1
Sales,Male,45,8,4.2,1,1,0,0
Operations,Male,35,28,3.5,0,1,0,1
Sales,Male,44,27,3.7,3,0,0,1
Marketing,Male,57,16,4.5,4,1,0,1
HR,Male,38,21,3.2,4,0,0,1
Finance,Male,26,3,3.4,2,1,0,1
Sales,Female,24,5,3.8,5,1,0,0
Finance,Male,30,21,3.1,2,1,1,1
Operations,Female,41,25,3.5,5,1,0,0
HR,Female,41,23,2.9,6,0,1,1
Operations,Female,40,13,2.6,0,1,0,0
HR,Female,42,18,3.6,3,0,0,1
HR,Female,37,21,2.8,6,0,0,0
Finance,Male,54,16,3.0,4,1,0,0
Operations,Male,26,25,4.0,1,0,1,0
Operations,Male,45,14,3.6,3,1,0,0
Sales,Male,36,11,3.5,2,1,0,1
Operations,Female,47,29,3.3,4,1,0,1
Sales,Female,46,18,4.3,3,1,0,1
IT,Female,49,8,4.6,2,1,0,0
IT,Male,54,12,3.8,0,1,0,1
IT,Female,39,19,2.2,5,1,0,1
Marketing,Male,39,20,3.5,3,0,0,1
Operations,Female,59,2,3.0,4,1,0,1
Marketing,Male,54,9,3.3,2,1,0,0
Operations,Male,48,22,3.7,6,1,0,0
Sales,Male,36,9,3.6,2,1,0,1
Marketing,Female,34,14,2.8,4,1,0,0
Marketing,Male,55,15,3.2,5,1,0,1
Marketing,Male,25,11,4.1,3,1,0,1
HR,Female,56,29,4.3,1,1,1,1
Sales,Female,40,13,4.2,4,1,0,0
IT,Male,52,24,2.8,5,0,0,0
Sales,Female,46,28,3.3,1,1,0,1
HR,Male,33,25,3.1,1,0,0,1
Operations,Male,33,5,3.8,0,0,0,0
Sales,Male,46,6,3.4,3,0,0,1
Marketing,Male,54,23,3.0,1,1,0,1
IT,Male,58,5,4.2,3,0,0,0
IT,Female,49,1,3.2,4,0,0,0
Operations,Male,30,25,4.0,2,1,0,0
Sales,Female,35,18,3.2,4,0,0,1
HR,Female,24,23,3.9,1,0,0,1
Operations,Male,26,28,3.3,2,1,0,1
Sales,Male,47,24,3.0,4,1,0,0
Finance,Female,39,8,4.1,1,0,1,0
IT,Female,59,17,3.1,5,0,0,0
HR,Female,42,26,3.6,5,1,0,1
Marketing,Female,37,23,2.9,2,1,0,0
HR,Male,44,25,2.8,3,0,0,1
Marketing,Female,50,11,4.3,3,0,0,1
HR,Male,31,11,3.6,1,0,0,1
IT,Female,26,3,3.4,1,0,0,1
Marketing,Female,32,8,3.3,1,1,0,0
Sales,Male,50,8,3.1,4,0,0,0
Marketing,Male,48,25,3.8,1,0,1,0
Operations,Female,55,24,4.2,3,0,0,1
Sales,Male,35,21,3.9,6,1,0,1
Operations,Male,31,21,3.8,4,0,0,0
HR,Female,32,3,3.3,3,1,0,0
Sales,Female,32,28,3.8,1,0,1,1
HR,Male,56,22,4.5,2,0,0,1
Finance,Female,40,10,3.4,0,1,0,0
HR,Female,45,19,3.7,2,1,0,1
HR,Female,22,14,4.2,4,1,0,0
Operations,Female,33,18,4.5,5,0,0,1
Marketing,Female,35,23,3.6,1,1,0,0
Finance,Female,24,26,3.9,3,1,0,1
HR,Male,53,3,3.4,2,1,0,0
HR,Female,37,29,3.7,2,0,0,1
Finance,Male,59,20,3.4,4,1,0,1
Finance,Male,31,14,4.1,5,1,0,1
Sales,Male,38,11,4.3,5,0,1,0
Operations,Female,25,10,2.9,2,0,0,0
Finance,Female,36,24,3.4,4,1,0,0
Finance,Female,54,14,3.2,3,1,0,0
IT,Male,31,1,3.3,1,0,0,0
Marketing,Male,28,16,3.4,5,0,0,0
Finance,Male,54,25,3.1,1,1,0,0
Operations,Female,38,6,3.6,3,1,0,1
Marketing,Male,33,18,2.9,10,1,0,0
Marketing,Male,38,16,3.9,6,0,0,1
HR,Male,37,19,3.6,2,0,0,1
HR,Female,35,16,3.0,4,1,0,1
HR,Female,24,5,2.9,4,0,0,0
HR,Female,51,27,3.9,4,0,0,1
IT,Male,56,12,3.1,2,1,0,0
Finance,Male,47,6,4.3,3,0,0,1
HR,Male,33,25,2.4,4,1,0,0
Sales,Male,52,2,3.0,1,1,0,0
HR,Male,38,16,3.3,2,0,0,1
Finance,Male,58,21,3.5,2,1,0,1
HR,Male,29,23,3.8,2,1,0,1
IT,Male,40,11,3.4,3,1,0,0
Operations,Male,47,12,3.3,6,1,0,1
Operations,Female,25,11,3.2,4,1,0,0
Finance,Female,36,23,3.1,4,1,0,1
Operations,Female,35,20,3.1,2,0,0,0
Operations,Male,51,19,3.5,3,1,0,1
Sales,Male,45,29,2.6,4,1,0,0
Finance,Female,55,8,3.8,0,1,0,1
Finance,Male,40,29,3.5,1,1,0,0
Operations,Female,24,18,3.4,1,1,0,1
Operations,Female,25,5,4.1,3,0,0,0
Operations,Female,32,12,3.8,1,0,0,0
Marketing,Female,34,10,3.6,2,1,0,1
IT,Female,39,15,3.8,5,1,0,1
HR,Female,40,5,3.2,2,0,0,1
IT,Male,54,17,3.8,4,0,0,0
Finance,Male,59,23,3.9,0,1,0,1
Sales,Male,24,4,2.3,5,0,0,0
HR,Male,56,26,4.4,3,0,0,0
Sales,Male,22,12,3.7,2,0,0,0
Marketing,Male,56,18,3.8,1,1,0,1
Finance,Female,57,8,4.0,2,1,0,0
Marketing,Male,59,20,3.4,3,0,0,0
Finance,Male,46,17,3.3,2,1,0,1
Sales,Male,34,8,3.6,3,0,0,0
Sales,Male,25,13,4.9,5,0,0,1
Sales,Male,27,27,3.4,3,1,0,0
Finance,Female,32,23,3.2,1,1,1,0
Operations,Female,22,3,4.2,2,1,0,1
Sales,Male,29,3,2.5,3,0,1,0
Marketing,Male,55,7,3.4,5,0,0,0
HR,Male,30,18,3.2,6,1,0,1
Finance,Female,57,21,3.8,3,1,0,0
Marketing,Male,58,7,3.6,4,1,0,1
IT,Male,42,22,2.9,3,1,0,1
IT,Male,41,26,3.8,4,0,0,0
HR,Female,59,23,3.1,1,0,0,0
Operations,Male,22,2,3.5,4,1,0,0
Sales,Female,56,7,3.3,0,1,0,0
Finance,Male,49,2,3.9,0,0,0,0
Marketing,Female,28,7,3.3,4,0,0,0
Sales,Female,30,14,2.0,0,0,0,0
Marketing,Male,22,15,2.9,4,1,0,0
Finance,Male,57,16,3.5,1,1,0,1
IT,Male,55,24,3.2,0,0,0,0
Sales,Male,55,26,4.1,3,1,0,1
HR,Female,38,8,3.0,5,1,0,0
Operations,Male,53,16,3.8,2,1,0,1
HR,Female,23,21,3.9,6,1,0,1
Operations,Male,57,7,3.6,1,1,0,1
Marketing,Male,46,11,3.7,5,0,1,1
Sales,Female,47,24,3.4,0,1,0,1
Sales,Female,47,4,3.6,1,1,0,1
Operations,Male,42,18,3.3,5,0,1,1
IT,Male,39,23,3.6,3,0,0,0
Finance,Male,50,13,3.4,3,1,0,1
HR,Female,45,17,3.4,2,1,0,0
Marketing,Male,49,12,3.2,0,1,0,0
HR,Male,33,18,3.4,2,0,0,1
HR,Female,32,10,4.3,3,0,0,0
Marketing,Male,48,7,3.4,4,0,0,0
Marketing,Male,44,12,4.0,5,1,0,1
Sales,Male,54,12,3.8,6,0,0,1
HR,Female,37,26,3.6,3,0,0,1
Finance,Female,49,13,3.6,1,1,0,1
Finance,Female,49,1,3.5,1,0,0,1
Operations,Male,59,7,3.2,4,1,0,1
Marketing,Female,27,16,4.4,2,0,1,0
Sales,Male,50,16,4.0,2,1,0,0
Finance,Male,55,21,3.5,2,1,0,0
IT,Female,24,16,3.5,3,0,0,0
Sales,Male,27,16,3.8,6,0,0,0
Sales,Male,59,14,3.0,5,0,0,0
Finance,Female,34,11,3.1,1,0,1,0
IT,Female,57,19,2.6,6,0,0,0
Operations,Male,36,11,3.4,4,0,0,0
Finance,Male,27,2,4.1,2,0,0,1
IT,Male,54,7,3.4,3,1,0,0
Sales,Male,33,9,4.6,3,0,0,1
IT,Male,34,9,3.3,3,1,1,0
Sales,Male,54,14,3.6,3,1,0,0
Finance,Female,49,26,3.4,1,1,1,1
Marketing,Male,57,10,2.4,3,0,0,0
Finance,Male,26,16,3.4,2,1,0,1
HR,Male,46,24,3.1,4,1,0,1
HR,Male,38,18,3.6,4,1,0,1
HR,Male,58,1,4.1,2,0,0,1
Finance,Female,40,24,3.3,1,1,0,1
Operations,Female,56,2,3.7,6,0,0,0
Finance,Male,55,20,3.4,4,0,0,0
Marketing,Female,27,28,3.9,5,0,0,1
IT,Male,40,4,4.6,2,1,0,0
Finance,Female,22,2,4.2,1,1,0,1
Finance,Male,28,4,3.2,3,1,0,0
Sales,Female,55,23,4.2,2,0,0,0
Sales,Male,40,6,3.7,5,1,0,0
Sales,Female,54,26,4.1,3,1,0,0
Finance,Female,47,22,3.0,4,0,0,0
Operations,Male,48,4,3.5,4,1,0,1
IT,Male,59,18,3.6,0,1,0,1
IT,Male,47,5,3.5,1,0,0,1
Marketing,Female,56,11,3.6,2,0,0,1
Operations,Male,41,13,3.4,3,1,0,1
Operations,Female,45,3,3.3,3,1,0,0
IT,Female,42,19,3.3,1,1,0,0
HR,Male,47,20,3.1,3,0,0,0
Sales,Male,41,11,3.7,3,1,0,0
Sales,Female,27,11,3.4,0,0,1,1
IT,Female,24,21,3.2,3,0,0,0
Operations,Female,31,27,2.8,4,1,0,1
Marketing,Male,33,2,3.8,5,1,0,1
HR,Male,54,22,3.8,4,1,0,1
IT,Female,43,15,3.0,2,1,0,1
Sales,Female,37,22,3.6,5,0,0,1
Finance,Female,38,8,3.2,4,1,0,0
Operations,Male,31,2,3.9,1,0,0,0
Finance,Male,33,8,3.3,2,0,0,1
Marketing,Male,40,24,3.3,3,1,0,0
IT,Female,44,20,3.6,2,0,1,0
Sales,Male,31,23,3.3,2,0,0,0
HR,Female,31,15,3.3,4,1,0,0
Finance,Female,31,16,3.2,1,0,0,0
HR,Male,51,13,3.3,3,1,0,1
Marketing,Male,25,23,3.3,1,1,0,0
Sales,Female,22,17,3.5,3,1,0,0
Finance,Male,40,14,3.4,3,1,0,1
Marketing,Male,26,29,3.7,3,0,0,1
HR,Male,51,14,2.9,6,1,0,0
HR,Female,47,1,4.5,2,1,0,0
Finance,Female,55,24,3.5,5,1,0,0
Sales,Female,23,27,4.0,2,1,0,0
HR,Female,45,1,3.7,2,1,0,1
IT,Male,35,3,3.6,3,0,0,1
Marketing,Female,34,22,3.7,6,1,1,1
Finance,Female,50,24,3.7,8,0,0,1
Operations,Male,22,15,3.4,3,1,1,1
Operations,Male,55,5,4.7,2,1,1,1
Sales,Female,25,5,4.1,7,1,0,0
IT,Female,49,4,2.7,3,1,0,0
HR,Male,40,14,4.0,5,1,1,1
Operations,Female,22,20,3.5,3,0,0,0
Sales,Male,57,7,4.3,3,1,0,0
Marketing,Male,34,22,3.3,1,0,0,1
IT,Female,26,24,2.3,5,0,1,0
IT,Male,54,15,3.3,3,0,0,0
Sales,Female,35,11,2.7,2,0,0,0
Sales,Male,37,14,3.2,4,0,0,0
HR,Male,53,6,3.2,1,0,0,1
Sales,Male,48,27,3.7,4,1,0,1
HR,Female,56,10,3.6,1,0,0,0
HR,Male,24,7,3.8,1,0,0,0
Finance,Female,25,10,3.8,2,1,0,0
IT,Female,28,14,4.5,2,1,1,1
Marketing,Male,34,26,3.5,5,1,0,0
IT,Male,24,5,3.8,1,1,0,0
IT,Female,38,22,3.9,4,1,0,0
Finance,Male,31,1,3.2,4,0,0,0
HR,Male,22,19,2.9,6,1,0,1
HR,Male,49,28,3.7,4,1,0,1
Sales,Male,31,8,3.3,6,1,0,0
Finance,Male,28,19,3.9,2,1,0,1
Sales,Female,24,17,3.9,2,0,0,0
Finance,Female,28,19,4.0,2,1,0,1
Sales,Male,30,28,3.1,2,0,0,1
Operations,Female,56,16,3.2,3,1,0,1
IT,Female,47,4,3.6,2,1,0,0
IT,Female,26,8,3.4,6,1,0,1
Marketing,Female,34,25,3.7,2,1,0,1
HR,Female,51,4,4.2,3,1,1,1
Marketing,Female,31,13,3.5,2,1,0,0
Operations,Male,44,28,2.8,3,0,0,0
Marketing,Male,32,7,2.5,6,1,0,0
IT,Female,33,1,2.9,3,0,0,0
HR,Male,34,9,2.8,4,1,0,0
Operations,Male,37,27,3.8,2,0,0,1
IT,Male,30,28,3.5,3,1,0,1
Sales,Female,31,4,3.5,2,1,0,0
Finance,Female,50,14,3.9,2,0,0,1
Operations,Male,30,9,4.2,1,0,1,0
HR,Male,54,3,3.4,4,1,0,1
Marketing,Female,45,15,3.9,4,1,0,1
Marketing,Male,56,27,3.7,2,0,0,1
Operations,Female,32,29,2.7,1,0,0,0
HR,Male,34,5,2.8,3,0,0,0
Operations,Female,44,1,3.3,2,1,0,1
HR,Male,46,11,3.6,3,0,0,1
Marketing,Female,37,19,3.7,4,0,0,1
IT,Female,42,5,3.4,2,1,0,0
Sales,Male,31,22,2.7,4,0,0,0
IT,Male,40,29,3.3,6,0,0,0
Sales,Male,56,24,2.6,4,0,0,0
Marketing,Female,49,17,3.4,3,0,0,0
IT,Male,23,19,3.8,5,1,0,1
IT,Female,51,17,3.7,1,1,0,1
Operations,Female,26,5,3.2,1,1,0,0
Finance,Female,59,24,3.7,4,1,0,0
Marketing,Female,36,20,2.9,4,0,1,1
HR,Female,57,29,3.2,3,1,0,1
Marketing,Female,24,27,2.7,4,1,0,1
HR,Female,45,9,3.2,2,0,0,0
HR,Female,33,22,3.1,3,0,0,1
Sales,Female,29,6,3.3,4,0,0,0
HR,Male,35,27,3.4,4,1,0,0
HR,Male,39,21,3.6,3,1,0,1
Operations,Male,41,13,2.5,3,0,0,0
IT,Female,44,26,3.1,3,1,0,1
Marketing,Female,26,21,4.0,2,1,0,0
Marketing,Male,22,11,4.0,1,1,0,0
HR,Male,23,23,3.5,5,1,0,1
Finance,Male,37,24,3.5,0,1,1,1
Marketing,Male,26,23,2.9,6,1,0,1
HR,Female,43,1,3.3,5,1,0,0
Sales,Male,22,17,3.9,6,0,0,0
Sales,Male,33,26,2.9,2,1,0,0
Sales,Male,40,6,3.6,3,0,0,1
HR,Male,43,3,3.8,1,1,0,0
Operations,Female,38,16,3.5,3,0,0,1
Finance,Male,34,13,3.4,2,0,0,1
HR,Female,49,12,3.4,3,0,0,0
Operations,Male,24,25,3.8,3,1,1,1
Operations,Male,26,11,3.6,5,0,0,1
Marketing,Female,57,23,3.7,1,1,0,1
HR,Female,36,2,3.3,2,1,0,1
HR,Female,38,28,3.3,3,0,0,0
Operations,Male,50,19,3.8,2,1,0,0
Operations,Male,25,8,3.1,5,1,0,1
Operations,Female,53,13,2.9,3,1,0,1
Marketing,Male,59,14,4.6,2,0,0,1
HR,Male,25,15,3.7,3,0,0,0
Operations,Female,34,17,3.4,4,1,0,1
Sales,Male,41,15,3.2,3,0,0,0
HR,Male,39,21,3.0,2,0,0,0
Marketing,Male,58,10,3.5,3,1,0,1
Sales,Female,33,1,3.5,6,1,0,1
IT,Male,46,12,3.7,3,1,0,1
HR,Female,51,9,2.9,3,0,0,1
IT,Male,36,23,2.9,1,1,0,1
Operations,Female,57,5,3.6,3,1,0,1
Marketing,Male,29,22,3.7,0,1,0,1
Operations,Male,49,27,4.0,1,0,0,0
Marketing,Female,43,15,4.3,3,0,0,1
Finance,Female,59,3,3.4,3,1,0,0
Operations,Female,37,19,3.8,1,1,0,1
IT,Female,26,7,3.0,2,1,0,1
Marketing,Male,55,7,2.2,1,0,0,0
Operations,Male,59,7,3.0,7,1,0,1
HR,Male,32,2,3.3,2,0,0,1
Marketing,Female,23,2,4.6,1,1,0,1
Marketing,Male,46,27,2.7,2,1,0,1
Operations,Female,46,12,3.9,4,1,0,1
Finance,Male,22,5,3.2,0,0,0,1
Operations,Female,52,4,3.7,1,1,0,0
IT,Male,26,7,3.5,4,1,0,1
IT,Male,25,16,3.0,1,1,0,1
Marketing,Female,26,3,4.0,0,1,0,1
Marketing,Male,26,21,3.7,5,0,1,1
Operations,Female,37,2,3.5,2,1,0,0
IT,Female,39,17,3.6,4,0,0,0
IT,Female,38,9,3.3,5,0,0,0
Finance,Female,56,29,2.5,3,0,0,0
HR,Female,39,20,3.6,1,1,0,0
Finance,Female,25,8,4.6,4,1,0,1
Sales,Male,52,29,3.9,5,1,0,1
Finance,Male,52,12,3.6,3,0,0,0
Operations,Female,30,7,3.7,4,1,0,0
HR,Female,52,14,3.5,3,1,0,1
Operations,Male,26,28,2.4,5,1,1,0
Sales,Male,57,16,3.0,2,1,0,1
HR,Female,37,1,3.5,1,1,0,1
Marketing,Male,37,10,4.0,3,0,0,0
IT,Female,41,11,4.4,1,0,0,1
Finance,Female,51,7,3.0,3,1,0,0
Operations,Male,47,18,3.8,1,1,0,0
Sales,Female,52,19,2.4,3,0,0,1
IT,Male,36,14,3.3,3,1,1,1
Finance,Female,59,17,3.5,5,0,0,1
IT,Male,59,23,4.3,2,1,0,1
Finance,Male,41,19,3.1,3,1,0,1
Marketing,Female,56,22,3.3,2,1,0,0
HR,Male,44,28,4.0,6,1,0,0
IT,Male,46,13,3.1,1,1,0,0
IT,Male,43,23,3.2,2,1,0,0
IT,Male,29,3,2.8,3,0,0,1
HR,Male,30,2,3.8,5,1,0,1
Sales,Male,36,25,2.8,2,1,0,1
Finance,Female,41,9,4.0,1,1,0,1
Marketing,Female,56,7,2.9,5,0,0,0
IT,Male,58,14,3.1,7,1,0,1
HR,Female,24,5,2.9,7,1,0,1
Sales,Male,55,20,3.4,3,1,0,1
Finance,Male,55,15,4.0,3,0,0,1
HR,Male,57,20,3.2,2,0,0,1
Marketing,Male,56,1,3.0,1,0,0,1
Marketing,Female,30,20,3.5,1,1,0,1
Finance,Male,51,7,3.5,2,1,0,1
IT,Female,47,5,3.8,2,1,0,1
Marketing,Male,33,25,2.8,3,1,0,1
Sales,Male,45,4,3.6,3,1,0,1
HR,Female,40,11,4.1,2,0,0,0
Sales,Female,37,19,3.0,6,1,0,1
IT,Male,47,6,3.6,4,1,0,1
Sales,Male,44,20,3.0,3,1,0,0
Sales,Male,54,27,4.0,2,0,1,1
Operations,Female,51,29,4.3,3,1,0,0
Sales,Male,44,18,2.9,1,0,0,1
Finance,Male,31,5,3.6,1,0,0,0
HR,Female,57,29,3.7,4,1,0,1
